SchoolName,SchoolYear,School List,Type of School,Application Deadline,Application Fee,Fin Aid Deadline,Term,Months students begin,Months degrees conferred,# of Credit Hours for JD,SchoolType,AppDeadline,AppFee,FinancialAidDeadline,BeginningMonth,ConfersMonth,RequiredCreditHours
Michigan State University,2025,,,,,,Semesters,,,,Public,"August 1, 2026",$60,"April 1, 2026","August, January","May, August, December",88
"Michigan, University of",2025,,,,,,Semesters,,,,Public,February 28,$75,,August,"May, August and December",83
"Minnesota, University of",2025,,,,,,Semesters,,,,Public,06/01/2026,$60,07/15/2026,September,"December, May, and July",85
Mississippi College,2025,,,,,,Semesters,,,,Private,7/01/2026,0,08/01/2026,"August, December & May",December and May,90
"Mississippi, The University of",2025,,,,,,Semesters,,,,Public,April 1,40.00,April 1,May and August,"May, August, December",90
"Missouri, University of",2025,,,,,,Semesters,,,,Public,"March 15, 2026",$60,March 1,August,"May, July, and December",89
"Missouri-Kansas City, University of",2025,,,,,,Semesters,,,,Public,"March 1, April 1","$60 domestic, $75 for international",February 1,"August, May","May, August, December ",91
Mitchell/Hamline School of Law,2025,,,,,,Semesters,,,,Private,July 15,$0,August 1,August,January and May,86
"Montana, University of",2025,,,,,,Semesters,,,,Public,July 15,$75,Priority date December 1,August,"December, May, August",90
"Nebraska, University of",2025,,,,,,Semesters,,,,Public,March 1,$50,May 1,August,"August, December, May",93
"Nevada-Las Vegas, University of",2025,,,,,,Semesters,,,,Public,March 15,$50,March 15,August,"May, August, December",89
New England Law/Boston,2025,,,,,,Semesters,,,,Private,May 1,0,March 15,August,January and May,86
"New Hampshire, University of",2025,,,,,,Semesters,,,,Public,Priority 3/15/2025; Final Deadline 7/15/2025,0,"March 1, 2025",August,"May, September & December",85
"New Mexico, The University of",2025,,,,,,Semesters,,,,Public,March 1,50.00,March 1 ,August,May/December,86
New York Law School,2025,,,,,,Semesters,,,,Private,July 1,0,July 1,August,"February, June, September",86
New York University,2025,,,,,,Semesters,,,,Private,February 15th,$85,April 15th ,August,"May, August, and January ",83
North Carolina Central University,2025,,,,,,Semesters,,,,Public,4/30/2026,$60,4/30/2026,August,"May, August, December",88
"North Carolina, University of",2025,,,,,,Semesters,,,,Public,May 1,$75,March 1,August,"May, August, December",86
"North Dakota, University of",2025,,,,,,Semesters,,,,Public,July 15,"$35 (waived until January 1, 2026)","February 1, 2026; March 1, 2026",August,"May, August, December",90
"North Texas at Dallas, University of",2025,,,,,,Semesters,,,,Public,March 15,$0,March 15,August,"May, August, January",90
Northeastern University,2025,,,,,,Semesters,,,,Private,3/1/2026,0,2/15/2026,August,"April, August, and December (October, February and June by exception)",83
Northern Illinois University,2025,,,,,,Semesters,,,,Public,April 1,,July 1,August ," May, August, December ",90
Northern Kentucky University,2025,,,,,,Semesters,,,,Public,No deadline,50.00,No deadline,May/August,May/August/December,90
Northwestern University,2025,,,,,,Semesters,,,,Private,2/15,$75,3/1,August,January and June,85
"Notre Dame, University of",2025,,,,,,Semesters,,,,Private,March 1,$75,February 28,August,"May, August, January",90
Nova Southeastern University,2025,,,,,,Semesters,,,,Private,"June 15, 2026",0,"Priority - March 15, 2026",August,January and June ,90
Ohio Northern University,2025,,,,,,Semesters,,,,Private,August 1,waived,August 1,August,May,90
Oklahoma City University,2025,,,,,,Semesters,,,,Private,July 15,50.00,03/01/2026,"May, August","May, July, December",90
"Oklahoma, University of",2025,,,,,,Semesters,,,,Public,March 15,$50.00,June 1,"August, January","December, May, August",90
"Oregon, University of",2025,,,,,,Semesters,,,,Public,"March 1, 2024",0,"March 1, 2024","August and, in rare cases, January","May, July, August, & December",85
Pace University,2025,,,,,,Semesters,,,,Private,December 1 and June 1,70,November 15,August and January,"January, May, and September",88
"Pacific, University of the",2025,,,,,,Semesters,,,,Private,June 1,$0.00,"March 1st, 2026",August,"January, May, June, July, August, & December",88
Penn State Dickinson Law,2025,,,,,,Semesters,,,,Public,"June 1, 2026",0,Priority 3-02-2026,August,"August, December, May",88
"Pennsylvania, University of",2025,,,,,,Semesters,,,,Private,March 1,$85,March 1,September,"May, August, December",86
Pepperdine University,2025,,,,,,Semesters,,,,Private,02/01/2026,0.00,06/01/2026,August,"December, May, August",88
"Pittsburgh, University of",2025,,,,,,Semesters,,,,Public,May 1,65,February 1 and April 15,August,"May, December, August",88
Pontifical Catholic University of Puerto Rico,2025,,,,,,Semesters,,,,Private,June 30 and November 30,$75.00,Second Thursday of September and February ,August and January ,"May, July and December",94
"Puerto Rico, University of",2025,,,,,,Other (specify),,,,Public,March 31,$30.00,June 30,August,"May, June and December",92
Quinnipiac University,2025,,,,,,Semesters,,,,Private,August 1,$0,March 1 (priority),August,"May, July, & December",86
Regent University,2025,,,,,,Semesters,,,,Private,July 31,65,July 31,August ,"May, July, August, December",90
"Richmond, University of",2025,,,,,,Semesters,,,,Private,March 1,0,July 1,August,"January, May, August",87
Roger Williams University,2025,,,,,,Semesters,,,,Private,April 1,60.00,March 15,August,"May, August, December",90
Rutgers University,2025,,,,,,Semesters,,,,Public,July 1,$0,July 1,"June (Summer Jumpstart in Camden only), August","January, May, October",84
Saint Louis University,2025,,,,,,Semesters,,,,Private,Rolling,0,02/01/2026,August,"May, August, December",89
Samford University,2025,,,,,,Semesters,,,,Private,May 1,$0,March 1,August,"May, August, and December",90
"San Diego, University of",2025,,,,,,Semesters,,,,Private,"December 1, February 1 and July 31",0,March 1,August,"May, August, December",88
"San Francisco, University of",2025,,,,,,Semesters,,,,Private,"February 2, 2026",$60,"March 2, 2026",August,"May, July, December",87
Santa Clara University,2025,,,,,,Semesters,,,,Private,"Priority Deadline: Feb 15, 2026; Accepting April LSAT scores",0,"March 1, 2026",August,"May, July, December",86
Seattle University,2025,,,,,,Semesters,,,,Private,,$70,,"June, August","August, December, May",90
Seton Hall University,2025,,,,,,Semesters,,,,Private,April 1st,$65,April 4th,August,"August, January, May",88
"South Carolina, University of",2025,,,,,,Semesters,,,,Public,"Priority deadline: March 1, 2026 Applications accepted through July 1, 2026",$60,"March 1, 2026",August,May/August/December,90
"South Dakota, University of",2025,,,,,,Semesters,,,,Public,July 1,$35,July 1,August,"May, August, December",90
South Texas College of Law Houston,2025,,,,,,Semesters,,,,Private,5/8/2026 and 11/24/2025,55,05/01/2026,August and January,"May, July, and December",90
"Southern California, University of",2025,,,,,,Semesters,,,,Private,2/1 - Priority. 4/1 - Final.,$80,3/1,August,June,88
Southern Illinois University,2025,,,,,,Semesters,,,,Public,"July 1, 2026",0,"June 30, 2027",August,"May, August, December",90
Southern Methodist University,2025,,,,,,Semesters,,,,Private,April 1,0,October 1 and April 15,"August only 1Ls; August, January, or May for transfer students","May, August, and December",87
Southern University,2025,,,,,,Semesters,,,,Public,May 1,$75,April 15,August,"May, July, December",90
Southwestern Law School,2025,,,,,,Semesters,,,,Private,April 1,$60,April 1,June and August,"January, May, July, and December",87
St. John's University,2025,,,,,,Semesters,,,,Private,"Priority Deadline - March 15, Final Deadline - July 15",$0,Priority Deadline - March 1,August ,"September, January, June",89
St. Mary's University,2025,,,,,,Semesters,,,,Private,Rolling admissions,$0,March 1,August,"August, December and May",90
St. Thomas University (Miami),2025,,,,,,Semesters,,,,Private,July 1,$40,June 1,August,"May,July,December",90
"St. Thomas, (Minneapolis) University of",2025,,,,,,Semesters,,,,Private,8/01/2026,0,07/01/2025,August,"December, May and August",88
Stanford University,2025,,,,,,Quarters,,,,Private,"February 16, 2026",$85,"March 15, 2026",September,"January, March, June, September",111
Stetson University,2025,,,,,,Semesters,,,,Private,May 15,$55.00,August 1,August,"May, December & August",88
Suffolk University,2025,,,,,,Semesters,,,,Private,"4/1/2026, 4/1/2027",60,03/01/2026,May or August,"January, May, and September",84
Syracuse University,2025,,,,,,Semesters,,,,Private,"July 15, 2025",$75,"March 15, 2025",August,"May, August, December",87
Temple University,2025,,,,,,Semesters,,,,Public,"March 1, 2026",$65,"March 1, 2026",August,"January, May, July",88
"Tennessee, University of",2025,,,,,,Semesters,,,,Public,"August 7, 2026",$0,"August 7, 2026",August,December and May,89
Texas A&M University,2025,,,,,,Semesters,,,,Public,"JD: May 31, JD Transfer: July 31",0,March 1 (Preferred Deadline),August,"May, August, December",90
Texas Southern University,2025,,,,,,Semesters,,,,Public,Applications open Sept 15th and are accepted until July 15th.,$55,March 5th,August and January,January and June,90
Texas Tech University,2025,,,,,,Semesters,,,,Public,"May 1, 2026",0,"May 1, 2026",August,"December, May, July ",90
"Texas, University of",2025,,,,,,Semesters,,,,Public,March 1,$70,March 15,August,"May, August, December",86
The Ohio State University,2025,,,,,,Semesters,,,,Public,7/1,$60,3/31,August,June,88
"Toledo, The University of",2025,,,,,,Semesters,,,,Public,8/1/2026,0,8/1/2026,August ,"May, August & December",89
Touro University,2025,,,,,,Semesters,,,,Private,"December 31st, July 31st",0,January 2 and August 1,January; August,"January, June, September",88
Tulane University,2025,,,,,,Semesters,,,,Private,No Formal Deadline,$60,"The closing date for the 2025-2026 FAFSA is June 30, 2026. We can process aid applications received through that date for enrolled students. While there is no formal deadline, we recommend submitting applications as soon as possible or by the midpoint of the semester of enrollment to ensure aid can be received during the semester.",August,"January, May, July",88
"Tulsa, The University of",2025,,,,,,Semesters,,,,Private,Fall - July 31; Spring - December 1,$50,July 1,"For 25-26 - July, August, January.  The July start will not be offered after this Academic year. For 26-27, starts will be August and January only. ","December, May, August",88
"Utah, The University of",2025,,,,,,Semesters,,,,Public,October 24 (Early Decision) May 15 (Regular Decision),$75,April 1,August,"May, August, December",88
Vanderbilt University,2025,,,,,,Semesters,,,,Private,April 1,$70,February 1,August,"August, December, and May",85
Vermont Law School,2025,,,,,,Semesters,,,,Private,"April 15, 2026",$60.00,"August 15, 2026",August ,"May, October, January",87
Villanova University,2025,,,,,,Semesters,,,,Private,May 1,0,June 1,August,"September, December, May",90
"Virginia, University of",2025,,,,,,Semesters,,,,Public,03/01/2026,85,02/05/2026,August,"May, August, December",86
Wake Forest University,2025,,,,,,Semesters,,,,Private,"March 1, 2026",$90,"March 1, 2026",August,May,90 credits for students who matriculated before September 2023 and 87 credits who matriculated after September of 2023.
Washburn University,2025,,,,,,Semesters,,,,Public,"August 1, December 1",0.00,"August 1, December 1","August, January","May, July, August, December",90
Washington and Lee University,2025,,,,,,Semesters,,,,Private,March 1,0,April 1 for returning students,August,"October, December, and May",85
Washington University (St. Louis),2025,,,,,,Semesters,,,,Private,Rolling,$0.00,June 1,August,"May, August, December",86
"Washington, University of",2025,,,,,,Quarters,,,,Public,03/15,$60,01/15/2026,September,"March, June, August, December",135
Wayne State University,2025,,,,,,Semesters,,,,Public,August 1,0,March 15,August,"May, August, December",86
West Virginia University,2025,,,,,,Semesters,,,,Public,July 31,50 ,March 1,August,"May, August, December",91
Western New England University,2025,,,,,,Semesters,,,,Private,July 31,0,June 1,August,"May, August & December",88
"Western State, Westcliff University",2025,,,,,,Semesters,,,,Private,July 1,$60,April 1,August,"May, August, December",87
Widener University Commonwealth Law School,2025,,,,,,Semesters,,,,Private,July 1,$60,,August,"August, May, December",90
Widener University Delaware Law School,2025,,,,,,Semesters,,,,Private,May 15,"$60, waived until February 1, 2026","April 2, 2026",August,"May, August, December",90
Willamette University,2025,,,,,,Semesters,,,,Private,August 1,$0,March 1,August,"May, August, and January",90
William & Mary,2025,,,,,,Semesters,,,,Public,April 1,$85,February 15,August,"January, May, September",86
Wilmington University School of Law,2025,,,,,,Semesters,,,,Private,7/31/2026,60,April 1,August,"May, September, December",86
"Wisconsin, University of",2025,,,,,,Semesters,,,,Public,"November 28, 2025 (Early Decision); April 1, 2026 (Regular Decision); July 1, 2026 (Transfer)",$60,"April 15, 2026",September,"December, May, August",90
"Wyoming, University of",2025,,,,,,Semesters,,,,Public,,$50,,August,"June, August, January",90
Yale University,2025,,,,,,Semesters,,,,Private,2/15/2026,$85,3/15/2026,August,"May, June, September, December, February, April",83
